fname,label,aso_id,manually_verified,noisy_small,validation
119877.wav,Bass_guitar,/m/018vs,0,0,0
7506.wav,Bass_guitar,/m/018vs,0,0,0
15034.wav,Bass_guitar,/m/018vs,0,0,0
6367.wav,Bass_guitar,/m/018vs,0,0,0
413259.wav,Bass_guitar,/m/018vs,0,0,0
352478.wav,Bass_guitar,/m/018vs,0,0,0
412614.wav,Bass_guitar,/m/018vs,0,0,0
249861.wav,Bass_guitar,/m/018vs,0,0,0
9821.wav,Bass_guitar,/m/018vs,0,1,0
217370.wav,Bass_guitar,/m/018vs,0,0,0
124990.wav,Bass_guitar,/m/018vs,0,0,0
321423.wav,Bass_guitar,/m/018vs,0,0,0
417346.wav,Bass_guitar,/m/018vs,0,0,0
110154.wav,Bass_guitar,/m/018vs,0,0,0
151868.wav,Bass_guitar,/m/018vs,0,0,0
371189.wav,Bass_guitar,/m/018vs,0,0,0
415004.wav,Bass_guitar,/m/018vs,0,0,0
15028.wav,Bass_guitar,/m/018vs,0,0,0
412844.wav,Bass_guitar,/m/018vs,0,0,0
321812.wav,Bass_guitar,/m/018vs,0,0,0
90911.wav,Bass_guitar,/m/018vs,0,0,0
345100.wav,Bass_guitar,/m/018vs,0,0,0
239670.wav,Bass_guitar,/m/018vs,0,0,0
433975.wav,Bass_guitar,/m/018vs,0,0,0
6282.wav,Bass_guitar,/m/018vs,0,0,0
413991.wav,Bass_guitar,/m/018vs,0,0,0
60242.wav,Bass_guitar,/m/018vs,0,0,0
265091.wav,Bass_guitar,/m/018vs,0,0,0
82747.wav,Bass_guitar,/m/018vs,0,1,0
234297.wav,Bass_guitar,/m/018vs,0,0,0
73552.wav,Bass_guitar,/m/018vs,0,0,0
201408.wav,Bass_guitar,/m/018vs,0,0,0
426356.wav,Bass_guitar,/m/018vs,0,0,0
208237.wav,Bass_guitar,/m/018vs,0,0,0
425412.wav,Bass_guitar,/m/018vs,0,0,0
416572.wav,Bass_guitar,/m/018vs,0,0,0
201360.wav,Bass_guitar,/m/018vs,0,0,0
265100.wav,Bass_guitar,/m/018vs,0,0,0
82743.wav,Bass_guitar,/m/018vs,0,0,0
239839.wav,Bass_guitar,/m/018vs,0,0,0
6319.wav,Bass_guitar,/m/018vs,0,0,0
18099.wav,Bass_guitar,/m/018vs,0,0,0
235208.wav,Bass_guitar,/m/018vs,0,0,0
328881.wav,Bass_guitar,/m/018vs,0,0,0
361275.wav,Bass_guitar,/m/018vs,0,1,0
239709.wav,Bass_guitar,/m/018vs,0,0,0
321164.wav,Bass_guitar,/m/018vs,0,0,0
134937.wav,Bass_guitar,/m/018vs,0,0,0
396120.wav,Bass_guitar,/m/018vs,0,0,0
424468.wav,Bass_guitar,/m/018vs,0,0,0
425100.wav,Bass_guitar,/m/018vs,0,0,0
26007.wav,Bass_guitar,/m/018vs,0,0,0
18154.wav,Bass_guitar,/m/018vs,0,1,0
208211.wav,Bass_guitar,/m/018vs,0,0,0
413361.wav,Bass_guitar,/m/018vs,0,0,0
16912.wav,Bass_guitar,/m/018vs,0,0,0
260966.wav,Bass_guitar,/m/018vs,0,0,0
176356.wav,Bass_guitar,/m/018vs,0,0,0
415735.wav,Bass_guitar,/m/018vs,0,1,0
359118.wav,Bass_guitar,/m/018vs,0,0,0
161842.wav,Bass_guitar,/m/018vs,0,0,0
250443.wav,Bass_guitar,/m/018vs,0,0,0
172073.wav,Bass_guitar,/m/018vs,0,0,0
152461.wav,Bass_guitar,/m/018vs,0,0,0
239819.wav,Bass_guitar,/m/018vs,0,0,0
162947.wav,Bass_guitar,/m/018vs,0,0,0
122646.wav,Bass_guitar,/m/018vs,0,0,0
219617.wav,Bass_guitar,/m/018vs,0,0,0
154891.wav,Bass_guitar,/m/018vs,0,1,0
217371.wav,Bass_guitar,/m/018vs,0,0,0
179397.wav,Bass_guitar,/m/018vs,0,0,0
58762.wav,Bass_guitar,/m/018vs,0,1,0
365947.wav,Bass_guitar,/m/018vs,0,0,0
86485.wav,Bass_guitar,/m/018vs,0,0,0
157429.wav,Bass_guitar,/m/018vs,0,0,0
60246.wav,Bass_guitar,/m/018vs,0,0,0
82002.wav,Bass_guitar,/m/018vs,0,0,0
323590.wav,Bass_guitar,/m/018vs,0,0,0
240144.wav,Bass_guitar,/m/018vs,0,0,0
352460.wav,Bass_guitar,/m/018vs,0,0,0
201409.wav,Bass_guitar,/m/018vs,0,0,0
160186.wav,Bass_guitar,/m/018vs,0,0,0
83543.wav,Bass_guitar,/m/018vs,0,0,0
162919.wav,Bass_guitar,/m/018vs,0,0,0
239888.wav,Bass_guitar,/m/018vs,0,0,0
405856.wav,Bass_guitar,/m/018vs,0,0,0
16903.wav,Bass_guitar,/m/018vs,0,0,0
413873.wav,Bass_guitar,/m/018vs,0,0,0
107298.wav,Bass_guitar,/m/018vs,0,0,0
162992.wav,Bass_guitar,/m/018vs,0,0,0
264233.wav,Bass_guitar,/m/018vs,0,0,0
162964.wav,Bass_guitar,/m/018vs,0,0,0
182895.wav,Bass_guitar,/m/018vs,0,0,0
275891.wav,Bass_guitar,/m/018vs,0,0,0
143279.wav,Bass_guitar,/m/018vs,0,1,0
45740.wav,Bass_guitar,/m/018vs,0,0,0
240013.wav,Bass_guitar,/m/018vs,0,1,0
163022.wav,Bass_guitar,/m/018vs,0,0,0
268508.wav,Bass_guitar,/m/018vs,0,0,0
416758.wav,Bass_guitar,/m/018vs,0,0,0
413870.wav,Bass_guitar,/m/018vs,0,0,0
414797.wav,Bass_guitar,/m/018vs,0,0,0
183879.wav,Bass_guitar,/m/018vs,0,0,0
160352.wav,Bass_guitar,/m/018vs,0,0,0
239818.wav,Bass_guitar,/m/018vs,0,0,0
345563.wav,Bass_guitar,/m/018vs,0,0,0
239799.wav,Bass_guitar,/m/018vs,0,0,0
413876.wav,Bass_guitar,/m/018vs,0,0,0
120597.wav,Bass_guitar,/m/018vs,0,0,0
80497.wav,Bass_guitar,/m/018vs,0,0,0
396779.wav,Bass_guitar,/m/018vs,0,0,0
414787.wav,Bass_guitar,/m/018vs,0,0,0
163003.wav,Bass_guitar,/m/018vs,0,0,0
316821.wav,Bass_guitar,/m/018vs,0,0,0
371692.wav,Bass_guitar,/m/018vs,0,0,0
34711.wav,Bass_guitar,/m/018vs,0,0,0
100866.wav,Bass_guitar,/m/018vs,0,1,0
54614.wav,Bass_guitar,/m/018vs,0,0,0
393579.wav,Bass_guitar,/m/018vs,0,0,0
160196.wav,Bass_guitar,/m/018vs,0,0,0
126049.wav,Bass_guitar,/m/018vs,0,0,0
388472.wav,Bass_guitar,/m/018vs,0,0,0
73349.wav,Bass_guitar,/m/018vs,0,0,0
208245.wav,Bass_guitar,/m/018vs,0,0,0
60281.wav,Bass_guitar,/m/018vs,0,0,0
156990.wav,Bass_guitar,/m/018vs,0,0,0
239687.wav,Bass_guitar,/m/018vs,0,0,0
361595.wav,Bass_guitar,/m/018vs,0,0,0
10390.wav,Bass_guitar,/m/018vs,0,0,0
104616.wav,Bass_guitar,/m/018vs,0,0,0
46561.wav,Bass_guitar,/m/018vs,0,1,0
415676.wav,Bass_guitar,/m/018vs,0,0,0
184602.wav,Bass_guitar,/m/018vs,0,0,0
275365.wav,Bass_guitar,/m/018vs,0,0,0
89271.wav,Bass_guitar,/m/018vs,0,0,0
155504.wav,Bass_guitar,/m/018vs,0,0,0
131010.wav,Bass_guitar,/m/018vs,0,0,0
270657.wav,Bass_guitar,/m/018vs,0,1,0
413872.wav,Bass_guitar,/m/018vs,0,0,0
130070.wav,Bass_guitar,/m/018vs,0,0,0
231499.wav,Bass_guitar,/m/018vs,0,0,0
239814.wav,Bass_guitar,/m/018vs,0,0,0
162916.wav,Bass_guitar,/m/018vs,0,0,0
416594.wav,Bass_guitar,/m/018vs,0,1,0
120859.wav,Bass_guitar,/m/018vs,0,0,0
416593.wav,Bass_guitar,/m/018vs,0,0,0
239761.wav,Bass_guitar,/m/018vs,0,0,0
34712.wav,Bass_guitar,/m/018vs,0,0,0
175628.wav,Bass_guitar,/m/018vs,0,0,0
182883.wav,Bass_guitar,/m/018vs,0,0,0
55326.wav,Bass_guitar,/m/018vs,0,0,0
239669.wav,Bass_guitar,/m/018vs,0,0,0
108176.wav,Bass_guitar,/m/018vs,0,1,0
274407.wav,Bass_guitar,/m/018vs,0,0,0
325256.wav,Bass_guitar,/m/018vs,0,0,0
6298.wav,Bass_guitar,/m/018vs,0,0,0
264245.wav,Bass_guitar,/m/018vs,0,1,0
43545.wav,Bass_guitar,/m/018vs,0,0,0
81146.wav,Bass_guitar,/m/018vs,0,1,0
344368.wav,Bass_guitar,/m/018vs,0,0,0
95508.wav,Bass_guitar,/m/018vs,0,0,0
342443.wav,Bass_guitar,/m/018vs,0,0,0
424445.wav,Bass_guitar,/m/018vs,0,0,0
162968.wav,Bass_guitar,/m/018vs,0,1,0
162961.wav,Bass_guitar,/m/018vs,0,0,0
239793.wav,Bass_guitar,/m/018vs,0,0,0
114688.wav,Bass_guitar,/m/018vs,0,0,0
16349.wav,Bass_guitar,/m/018vs,0,0,0
332438.wav,Bass_guitar,/m/018vs,0,0,0
162983.wav,Bass_guitar,/m/018vs,0,0,0
162975.wav,Bass_guitar,/m/018vs,0,0,0
187980.wav,Bass_guitar,/m/018vs,0,0,0
185304.wav,Bass_guitar,/m/018vs,0,0,0
83550.wav,Bass_guitar,/m/018vs,0,0,0
264260.wav,Bass_guitar,/m/018vs,0,0,0
19171.wav,Bass_guitar,/m/018vs,0,0,0
18168.wav,Bass_guitar,/m/018vs,0,0,0
75229.wav,Bass_guitar,/m/018vs,0,0,0
416747.wav,Bass_guitar,/m/018vs,0,0,0
81998.wav,Bass_guitar,/m/018vs,0,0,0
506.wav,Bass_guitar,/m/018vs,0,0,0
10388.wav,Bass_guitar,/m/018vs,0,0,0
162921.wav,Bass_guitar,/m/018vs,0,0,0
394285.wav,Bass_guitar,/m/018vs,0,0,0
275886.wav,Bass_guitar,/m/018vs,0,0,0
121903.wav,Bass_guitar,/m/018vs,0,1,0
330884.wav,Bass_guitar,/m/018vs,0,0,0
239840.wav,Bass_guitar,/m/018vs,0,0,0
239777.wav,Bass_guitar,/m/018vs,0,0,0
239787.wav,Bass_guitar,/m/018vs,0,0,0
245420.wav,Bass_guitar,/m/018vs,0,0,0
163301.wav,Bass_guitar,/m/018vs,0,0,0
415689.wav,Bass_guitar,/m/018vs,0,0,0
413347.wav,Bass_guitar,/m/018vs,0,0,0
120237.wav,Bass_guitar,/m/018vs,0,0,0
239705.wav,Bass_guitar,/m/018vs,0,0,0
208233.wav,Bass_guitar,/m/018vs,0,0,0
7510.wav,Bass_guitar,/m/018vs,0,0,0
152446.wav,Bass_guitar,/m/018vs,0,0,0
413999.wav,Bass_guitar,/m/018vs,0,0,0
344922.wav,Bass_guitar,/m/018vs,0,0,0
368399.wav,Bass_guitar,/m/018vs,0,0,0
203094.wav,Bass_guitar,/m/018vs,0,0,0
157578.wav,Bass_guitar,/m/018vs,0,0,0
58985.wav,Bass_guitar,/m/018vs,0,1,0
413345.wav,Bass_guitar,/m/018vs,0,0,0
60254.wav,Bass_guitar,/m/018vs,0,1,0
371059.wav,Bass_guitar,/m/018vs,0,0,0
181084.wav,Bass_guitar,/m/018vs,0,0,0
405832.wav,Bass_guitar,/m/018vs,0,0,0
15038.wav,Bass_guitar,/m/018vs,0,0,0
333934.wav,Bass_guitar,/m/018vs,0,0,0
423680.wav,Bass_guitar,/m/018vs,0,0,0
166379.wav,Bass_guitar,/m/018vs,0,0,0
344694.wav,Bass_guitar,/m/018vs,0,0,0
208252.wav,Bass_guitar,/m/018vs,0,0,0
36182.wav,Bass_guitar,/m/018vs,0,0,0
55317.wav,Bass_guitar,/m/018vs,0,0,0
117193.wav,Bass_guitar,/m/018vs,0,0,0
6315.wav,Bass_guitar,/m/018vs,0,0,0
55327.wav,Bass_guitar,/m/018vs,0,1,0
7507.wav,Bass_guitar,/m/018vs,0,0,0
208212.wav,Bass_guitar,/m/018vs,0,0,0
89262.wav,Bass_guitar,/m/018vs,0,0,0
46334.wav,Bass_guitar,/m/018vs,0,0,0
244539.wav,Bass_guitar,/m/018vs,0,0,0
179376.wav,Bass_guitar,/m/018vs,0,0,0
182886.wav,Bass_guitar,/m/018vs,0,0,0
332124.wav,Bass_guitar,/m/018vs,0,0,0
413362.wav,Bass_guitar,/m/018vs,0,0,0
405862.wav,Bass_guitar,/m/018vs,0,0,0
264255.wav,Bass_guitar,/m/018vs,0,0,0
424451.wav,Bass_guitar,/m/018vs,0,0,0
131630.wav,Bass_guitar,/m/018vs,0,0,0
415742.wav,Bass_guitar,/m/018vs,0,0,0
6340.wav,Bass_guitar,/m/018vs,0,0,0
121139.wav,Bass_guitar,/m/018vs,0,0,0
6314.wav,Bass_guitar,/m/018vs,0,0,0
179878.wav,Bass_guitar,/m/018vs,0,0,0
264335.wav,Bass_guitar,/m/018vs,0,0,0
111125.wav,Bass_guitar,/m/018vs,0,0,0
188808.wav,Bass_guitar,/m/018vs,0,0,0
425104.wav,Bass_guitar,/m/018vs,0,0,0
30650.wav,Bass_guitar,/m/018vs,0,0,0
102957.wav,Bass_guitar,/m/018vs,0,0,0
429163.wav,Bass_guitar,/m/018vs,0,1,0
85056.wav,Bass_guitar,/m/018vs,0,0,0
78072.wav,Bass_guitar,/m/018vs,0,0,0
382274.wav,Bass_guitar,/m/018vs,0,0,0
191995.wav,Bass_guitar,/m/018vs,0,0,0
78022.wav,Bass_guitar,/m/018vs,0,0,0
360412.wav,Bass_guitar,/m/018vs,0,0,0
239795.wav,Bass_guitar,/m/018vs,0,0,0
410822.wav,Bass_guitar,/m/018vs,0,0,0
89275.wav,Bass_guitar,/m/018vs,0,0,0
55330.wav,Bass_guitar,/m/018vs,0,0,0
10378.wav,Bass_guitar,/m/018vs,0,0,0
383939.wav,Bass_guitar,/m/018vs,0,0,0
416760.wav,Bass_guitar,/m/018vs,0,0,0
120233.wav,Bass_guitar,/m/018vs,0,0,0
16107.wav,Bass_guitar,/m/018vs,0,0,0
32965.wav,Bass_guitar,/m/018vs,0,0,0
415728.wav,Bass_guitar,/m/018vs,0,0,0
264261.wav,Bass_guitar,/m/018vs,0,0,0
239718.wav,Bass_guitar,/m/018vs,0,0,0
120867.wav,Bass_guitar,/m/018vs,0,0,0
15045.wav,Bass_guitar,/m/018vs,0,0,0
239886.wav,Bass_guitar,/m/018vs,0,0,0
54403.wav,Bass_guitar,/m/018vs,0,0,0
413058.wav,Bass_guitar,/m/018vs,0,0,0
164044.wav,Bass_guitar,/m/018vs,0,1,0
321328.wav,Bass_guitar,/m/018vs,0,0,0
239828.wav,Bass_guitar,/m/018vs,0,0,0
45640.wav,Bass_guitar,/m/018vs,0,0,0
325257.wav,Bass_guitar,/m/018vs,0,0,0
183835.wav,Bass_guitar,/m/018vs,0,0,0
5112.wav,Bass_guitar,/m/018vs,0,0,0
424444.wav,Bass_guitar,/m/018vs,0,0,0
236956.wav,Bass_guitar,/m/018vs,0,0,0
131978.wav,Bass_guitar,/m/018vs,0,1,0
192445.wav,Bass_guitar,/m/018vs,0,0,0
352461.wav,Bass_guitar,/m/018vs,0,0,0
6326.wav,Bass_guitar,/m/018vs,0,0,0
176361.wav,Bass_guitar,/m/018vs,0,0,0
32960.wav,Bass_guitar,/m/018vs,0,0,0
239971.wav,Bass_guitar,/m/018vs,0,0,0
201372.wav,Bass_guitar,/m/018vs,0,0,0
413543.wav,Bass_guitar,/m/018vs,0,0,0
18092.wav,Bass_guitar,/m/018vs,0,0,0
239664.wav,Bass_guitar,/m/018vs,0,0,0
141673.wav,Bass_guitar,/m/018vs,0,1,0
157426.wav,Bass_guitar,/m/018vs,0,0,0
239779.wav,Bass_guitar,/m/018vs,0,0,0
408079.wav,Bass_guitar,/m/018vs,0,0,0
138562.wav,Bass_guitar,/m/018vs,0,0,0
249855.wav,Bass_guitar,/m/018vs,0,0,0
6480.wav,Bass_guitar,/m/018vs,0,0,0
156596.wav,Bass_guitar,/m/018vs,0,0,0
55297.wav,Bass_guitar,/m/018vs,0,1,0
405857.wav,Bass_guitar,/m/018vs,0,0,0
86491.wav,Bass_guitar,/m/018vs,0,0,0
26009.wav,Bass_guitar,/m/018vs,0,0,0
47089.wav,Bass_guitar,/m/018vs,0,1,0
239773.wav,Bass_guitar,/m/018vs,0,0,0
415753.wav,Bass_guitar,/m/018vs,0,0,0
103015.wav,Bass_guitar,/m/018vs,0,0,0
161855.wav,Bass_guitar,/m/018vs,0,0,0
3204.wav,Bass_guitar,/m/018vs,0,0,0
414796.wav,Bass_guitar,/m/018vs,0,0,0
353002.wav,Bass_guitar,/m/018vs,0,0,0
6320.wav,Bass_guitar,/m/018vs,0,1,0
6359.wav,Bass_guitar,/m/018vs,0,0,0
208223.wav,Bass_guitar,/m/018vs,0,0,0
416774.wav,Bass_guitar,/m/018vs,0,0,0
239715.wav,Bass_guitar,/m/018vs,0,0,0
235210.wav,Bass_guitar,/m/018vs,0,0,0
152322.wav,Bass_guitar,/m/018vs,0,0,0
417268.wav,Bass_guitar,/m/018vs,0,0,0
6371.wav,Bass_guitar,/m/018vs,0,0,0
119782.wav,Bass_guitar,/m/018vs,0,0,0
239657.wav,Bass_guitar,/m/018vs,0,0,0
78020.wav,Bass_guitar,/m/018vs,0,0,0
390955.wav,Bass_guitar,/m/018vs,0,0,0
35842.wav,Bass_guitar,/m/018vs,0,0,0
171308.wav,Bass_guitar,/m/018vs,0,0,0
162949.wav,Bass_guitar,/m/018vs,0,0,0
413488.wav,Bass_guitar,/m/018vs,0,0,0
414791.wav,Bass_guitar,/m/018vs,0,0,0
266078.wav,Bass_guitar,/m/018vs,0,0,0
259866.wav,Bass_guitar,/m/018vs,0,0,0
415707.wav,Bass_guitar,/m/018vs,0,0,0
411617.wav,Bass_guitar,/m/018vs,0,0,0
122247.wav,Bass_guitar,/m/018vs,0,0,0
416600.wav,Bass_guitar,/m/018vs,0,0,0
83548.wav,Bass_guitar,/m/018vs,0,0,0
77027.wav,Bass_guitar,/m/018vs,0,1,0
10384.wav,Bass_guitar,/m/018vs,0,0,0
1284.wav,Bass_guitar,/m/018vs,0,0,0
25599.wav,Bass_guitar,/m/018vs,0,0,0
416601.wav,Bass_guitar,/m/018vs,0,0,0
132593.wav,Bass_guitar,/m/018vs,0,0,0
60247.wav,Bass_guitar,/m/018vs,0,0,0
261083.wav,Bass_guitar,/m/018vs,0,0,0
83542.wav,Bass_guitar,/m/018vs,0,0,0
160193.wav,Bass_guitar,/m/018vs,0,0,0
52733.wav,Bass_guitar,/m/018vs,0,0,0
9691.wav,Bass_guitar,/m/018vs,0,0,0
6334.wav,Bass_guitar,/m/018vs,0,0,0
115621.wav,Bass_guitar,/m/018vs,0,0,0
416568.wav,Bass_guitar,/m/018vs,0,0,0
348500.wav,Bass_guitar,/m/018vs,0,0,0
209953.wav,Bass_guitar,/m/018vs,0,0,0
60275.wav,Bass_guitar,/m/018vs,0,0,0
235215.wav,Bass_guitar,/m/018vs,0,0,0
113614.wav,Bass_guitar,/m/018vs,0,0,0
415733.wav,Bass_guitar,/m/018vs,0,0,0
87240.wav,Bass_guitar,/m/018vs,0,0,0
16908.wav,Bass_guitar,/m/018vs,0,0,0
172987.wav,Bass_guitar,/m/018vs,0,0,0
192906.wav,Bass_guitar,/m/018vs,0,0,0
81995.wav,Bass_guitar,/m/018vs,0,0,0
18091.wav,Bass_guitar,/m/018vs,0,0,0
239870.wav,Bass_guitar,/m/018vs,0,0,0
239866.wav,Bass_guitar,/m/018vs,0,0,0
265095.wav,Bass_guitar,/m/018vs,0,0,0
416570.wav,Bass_guitar,/m/018vs,0,0,0
352477.wav,Bass_guitar,/m/018vs,0,0,0
407369.wav,Bass_guitar,/m/018vs,0,0,0
239736.wav,Bass_guitar,/m/018vs,0,0,0
54390.wav,Bass_guitar,/m/018vs,0,0,0
1326.wav,Bass_guitar,/m/018vs,0,0,0
77361.wav,Bass_guitar,/m/018vs,0,0,0
352469.wav,Bass_guitar,/m/018vs,0,0,0
239716.wav,Bass_guitar,/m/018vs,0,0,0
410578.wav,Bass_guitar,/m/018vs,0,0,0
162979.wav,Bass_guitar,/m/018vs,0,0,0
172975.wav,Bass_guitar,/m/018vs,0,0,0
239834.wav,Bass_guitar,/m/018vs,0,0,0
10545.wav,Bass_guitar,/m/018vs,0,0,0
25595.wav,Bass_guitar,/m/018vs,0,0,0
163017.wav,Bass_guitar,/m/018vs,0,0,0
32961.wav,Bass_guitar,/m/018vs,0,0,0
329009.wav,Bass_guitar,/m/018vs,0,0,0
24353.wav,Bass_guitar,/m/018vs,0,0,0
151083.wav,Bass_guitar,/m/018vs,0,0,0
243057.wav,Bass_guitar,/m/018vs,0,0,0
361274.wav,Bass_guitar,/m/018vs,0,0,0
413860.wav,Bass_guitar,/m/018vs,0,0,0
87238.wav,Bass_guitar,/m/018vs,0,0,0
210323.wav,Bass_guitar,/m/018vs,0,0,0
110152.wav,Bass_guitar,/m/018vs,0,0,0
155854.wav,Bass_guitar,/m/018vs,0,0,0
239762.wav,Bass_guitar,/m/018vs,0,0,0
162970.wav,Bass_guitar,/m/018vs,0,1,0
239889.wav,Bass_guitar,/m/018vs,0,0,0
55324.wav,Bass_guitar,/m/018vs,0,0,0
388081.wav,Bass_guitar,/m/018vs,0,0,0
7400.wav,Bass_guitar,/m/018vs,0,0,0
208220.wav,Bass_guitar,/m/018vs,0,0,0
157846.wav,Bass_guitar,/m/018vs,0,0,0
107854.wav,Bass_guitar,/m/018vs,0,1,0
3799.wav,Bass_guitar,/m/018vs,0,0,0
315930.wav,Bass_guitar,/m/018vs,0,0,0
166519.wav,Bass_guitar,/m/018vs,0,0,0
162988.wav,Bass_guitar,/m/018vs,0,0,0
17813.wav,Bass_guitar,/m/018vs,0,0,0
415734.wav,Bass_guitar,/m/018vs,0,0,0
6330.wav,Bass_guitar,/m/018vs,0,0,0
163316.wav,Bass_guitar,/m/018vs,0,0,0
264246.wav,Bass_guitar,/m/018vs,0,0,0
6362.wav,Bass_guitar,/m/018vs,0,0,0
162926.wav,Bass_guitar,/m/018vs,0,0,0
18153.wav,Bass_guitar,/m/018vs,0,0,0
107293.wav,Bass_guitar,/m/018vs,0,0,0
78067.wav,Bass_guitar,/m/018vs,0,0,0
68922.wav,Bass_guitar,/m/018vs,0,0,0
368640.wav,Bass_guitar,/m/018vs,0,0,0
407373.wav,Bass_guitar,/m/018vs,0,0,0
83547.wav,Bass_guitar,/m/018vs,0,0,0
107855.wav,Bass_guitar,/m/018vs,0,0,0
343071.wav,Bass_guitar,/m/018vs,0,0,0
257012.wav,Bass_guitar,/m/018vs,0,0,0
130737.wav,Bass_guitar,/m/018vs,0,0,0
413413.wav,Bass_guitar,/m/018vs,0,0,0
45984.wav,Bass_guitar,/m/018vs,0,0,0
55319.wav,Bass_guitar,/m/018vs,0,0,0
18094.wav,Bass_guitar,/m/018vs,0,0,0
107284.wav,Bass_guitar,/m/018vs,0,1,0
77356.wav,Bass_guitar,/m/018vs,0,0,0
239804.wav,Bass_guitar,/m/018vs,0,0,0
47091.wav,Bass_guitar,/m/018vs,0,0,0
192572.wav,Bass_guitar,/m/018vs,0,0,0
321348.wav,Bass_guitar,/m/018vs,0,0,0
425099.wav,Bass_guitar,/m/018vs,0,0,0
143635.wav,Bass_guitar,/m/018vs,0,0,0
104769.wav,Bass_guitar,/m/018vs,0,0,0
405864.wav,Bass_guitar,/m/018vs,0,1,0
205789.wav,Bass_guitar,/m/018vs,0,0,0
413996.wav,Bass_guitar,/m/018vs,0,0,0
134928.wav,Bass_guitar,/m/018vs,0,1,0
239752.wav,Bass_guitar,/m/018vs,0,0,0
124992.wav,Bass_guitar,/m/018vs,0,0,0
605.wav,Bass_guitar,/m/018vs,0,0,0
323585.wav,Bass_guitar,/m/018vs,0,0,0
161845.wav,Bass_guitar,/m/018vs,0,0,0
188166.wav,Bass_guitar,/m/018vs,0,0,0
112386.wav,Bass_guitar,/m/018vs,0,0,0
415698.wav,Bass_guitar,/m/018vs,0,1,0
411594.wav,Bass_guitar,/m/018vs,0,0,0
268690.wav,Bass_guitar,/m/018vs,0,0,0
201331.wav,Bass_guitar,/m/018vs,0,0,0
161479.wav,Bass_guitar,/m/018vs,0,0,0
184375.wav,Bass_guitar,/m/018vs,0,0,0
117240.wav,Bass_guitar,/m/018vs,0,0,0
386972.wav,Bass_guitar,/m/018vs,0,0,0
182887.wav,Bass_guitar,/m/018vs,0,0,0
82389.wav,Bass_guitar,/m/018vs,0,0,0
233548.wav,Bass_guitar,/m/018vs,0,0,0
166520.wav,Bass_guitar,/m/018vs,0,0,0
37634.wav,Bass_guitar,/m/018vs,0,0,0
207703.wav,Bass_guitar,/m/018vs,0,0,0
353018.wav,Bass_guitar,/m/018vs,0,0,0
157537.wav,Bass_guitar,/m/018vs,0,0,0
54395.wav,Bass_guitar,/m/018vs,0,0,0
369172.wav,Bass_guitar,/m/018vs,0,0,0
15054.wav,Bass_guitar,/m/018vs,0,0,0
172659.wav,Bass_guitar,/m/018vs,0,0,0
192830.wav,Bass_guitar,/m/018vs,0,0,0
266079.wav,Bass_guitar,/m/018vs,0,0,0
264244.wav,Bass_guitar,/m/018vs,0,0,0
239868.wav,Bass_guitar,/m/018vs,0,1,0
276986.wav,Bass_guitar,/m/018vs,0,0,0
239786.wav,Bass_guitar,/m/018vs,0,0,0
5098.wav,Bass_guitar,/m/018vs,0,0,0
3634.wav,Bass_guitar,/m/018vs,0,0,0
122246.wav,Bass_guitar,/m/018vs,0,0,0
339317.wav,Bass_guitar,/m/018vs,0,0,0
345257.wav,Bass_guitar,/m/018vs,0,0,0
187196.wav,Bass_guitar,/m/018vs,0,0,0
86487.wav,Bass_guitar,/m/018vs,0,0,0
107848.wav,Bass_guitar,/m/018vs,0,0,0
56630.wav,Bass_guitar,/m/018vs,0,0,0
260970.wav,Bass_guitar,/m/018vs,0,0,0
183828.wav,Bass_guitar,/m/018vs,0,1,0
5095.wav,Bass_guitar,/m/018vs,0,0,0
133025.wav,Bass_guitar,/m/018vs,0,0,0
411903.wav,Bass_guitar,/m/018vs,0,1,0
83251.wav,Bass_guitar,/m/018vs,0,0,0
352476.wav,Bass_guitar,/m/018vs,0,0,0
416896.wav,Bass_guitar,/m/018vs,0,0,0
349229.wav,Bass_guitar,/m/018vs,0,0,0
107294.wav,Bass_guitar,/m/018vs,0,0,0
104619.wav,Bass_guitar,/m/018vs,0,0,0
251623.wav,Bass_guitar,/m/018vs,0,0,0
192840.wav,Bass_guitar,/m/018vs,0,1,0
15046.wav,Bass_guitar,/m/018vs,0,0,0
337768.wav,Bass_guitar,/m/018vs,0,0,0
239811.wav,Bass_guitar,/m/018vs,0,0,0
276980.wav,Bass_guitar,/m/018vs,0,0,0
244541.wav,Bass_guitar,/m/018vs,0,0,0
18090.wav,Bass_guitar,/m/018vs,0,0,0
360414.wav,Bass_guitar,/m/018vs,0,0,0
361388.wav,Bass_guitar,/m/018vs,0,0,0
59697.wav,Bass_guitar,/m/018vs,0,1,0
107302.wav,Bass_guitar,/m/018vs,0,0,0
85047.wav,Bass_guitar,/m/018vs,0,1,0
239506.wav,Bass_guitar,/m/018vs,0,0,0
40848.wav,Bass_guitar,/m/018vs,0,0,0
192498.wav,Bass_guitar,/m/018vs,0,0,0
32964.wav,Bass_guitar,/m/018vs,0,0,0
163010.wav,Bass_guitar,/m/018vs,0,0,0
18077.wav,Bass_guitar,/m/018vs,0,0,0
170255.wav,Bass_guitar,/m/018vs,0,0,0
36279.wav,Bass_guitar,/m/018vs,0,0,0
162962.wav,Bass_guitar,/m/018vs,0,0,0
163309.wav,Bass_guitar,/m/018vs,0,0,0
76175.wav,Bass_guitar,/m/018vs,0,0,0
